,Country,pagerank
0,ABW,0.0007510194877212641
1,AFG,0.0009462353781064942
2,AGO,0.0015560663169523227
3,AIA,0.0007147935063163781
4,AIR,0.001349214074794958
5,ALB,0.000807722685776938
6,ANT,0.0007643885865139331
7,ARE,0.00537851621135888
8,ARG,0.005052516860752554
9,ARM,0.0008498242400759226
10,ATG,0.0007364592207947282
11,AUS,0.011253960234285976
12,AUT,0.0026619703035976844
13,AZE,0.001548900241587802
14,BDI,0.0009017748098647503
15,BEL,0.00293802183936836
16,BEN,0.0010217923376418608
17,BFA,0.0012230524092787937
18,BGD,0.004047027209083608
19,BGR,0.0019880255689426396
20,BHR,0.0016956128447139945
21,BHS,0.0008344604852158538
22,BIH,0.001436878135359925
23,BLR,0.0024243430813052527
24,BLZ,0.0007647365062701562
25,BMU,0.0007376366718910523
26,BOL,0.0012812213967339583
27,BRA,0.019569683656684916
28,BRB,0.0007662051164747857
29,BRN,0.0008794134725065612
30,BTN,0.0008425071782418401
31,BWA,0.0009578276080283257
32,CAF,0.0007802114119324987
33,CAN,0.011961519951860107
34,CHE,0.001616201757737861
35,CHL,0.004132765302891477
36,CHN,0.20485713491489232
37,CIV,0.0013532484140596325
38,CMR,0.0013637383108790905
39,COD,0.0022261472319306764
40,COG,0.0009300755201760234
41,COK,0.0007165310491385304
42,COL,0.0030660590279509674
43,COM,0.0007307541325575659
44,CPV,0.0007374882733888575
45,CRI,0.000978150415003946
46,CUB,0.0017765519569949936
47,CYM,0.0007388525642390751
48,CYP,0.0009007745776850766
49,CZE,0.0037184328587764903
50,DEU,0.019007394321320092
51,DJI,0.0007386466682924368
52,DMA,0.0007207316762913936
53,DNK,0.001813871869005587
54,DOM,0.001518873282552314
55,DZA,0.0038529297397347554
56,ECU,0.0014984291756085406
57,EGY,0.0068291121715423325
58,ERI,0.0007761484959821195
59,ESH,0.0007190819585886644
60,ESP,0.006460657886314691
61,EST,0.0011502024032034154
62,ETH,0.004200549432291789
63,FIN,0.00311014044001957
64,FJI,0.0007812311582515155
65,FLK,0.0007158335233777072
66,FRA,0.008002709383771284
67,FRO,0.0007142858477456848
68,GAB,0.0011028353298252885
69,GBR,0.009282661514033796
70,GEO,0.0009324700756923302
71,GHA,0.001411928957332349
72,GIB,0.0007296796154016625
73,GIN,0.0011341896405945746
74,GLP,0.000767408335436408
75,GMB,0.000748225077243644
76,GNB,0.0008018600226804573
77,GNQ,0.0008228994127132539
78,GRC,0.002202120779796989
79,GRD,0.0007242706973299907
80,GRL,0.0007254247457700765
81,GTM,0.0019067805682490137
82,GUF,0.0007593587322113514
83,GUY,0.0008101471720621322
84,HKG,0.002062565776495272
85,HND,0.0011878007276135449
86,HRV,0.00116925329013998
87,HTI,0.0010182295043051242
88,HUN,0.001979429451714056
89,IDN,0.018493054683923177
90,IND,0.07780618252755025
91,IRL,0.001565893827027304
92,IRN,0.013967084645460695
93,IRQ,0.004388335812201206
94,ISL,0.0007458024885859502
95,ISR,0.002427944658261168
96,ITA,0.009250441854541283
97,JAM,0.000943317168185765
98,JOR,0.0012824307615658984
99,JPN,0.0298291919062304
100,KAZ,0.006344169758066387
101,KEN,0.002196336621047902
102,KGZ,0.000930831976674562
103,KHM,0.0013564027378737903
104,KIR,0.0007159026300538137
105,KNA,0.000722456699062027
106,KOR,0.017043089715622826
107,KWT,0.00300507323395448
108,LAO,0.0014650412473252823
109,LBN,0.0014809362509193417
110,LBR,0.001006499168166368
111,LBY,0.001959575811322999
112,LCA,0.0007359467283568373
113,LKA,0.0017079022059992826
114,LSO,0.0007962366939359088
115,LTU,0.0010764363222275529
116,LUX,0.0009109447999522584
117,LVA,0.0010467781149565566
118,MAC,0.0007657573639148294
119,MAR,0.0025839012260622965
120,MDA,0.0009851314750843297
121,MDG,0.001291083104939164
122,MDV,0.0007600998067481831
123,MEX,0.011446634445142668
124,MKD,0.0009591725619973854
125,MLI,0.0010009680015351783
126,MLT,0.0007586723183851087
127,MMR,0.0024703652834923754
128,MNG,0.0013362722536316863
129,MOZ,0.0013782327034841603
130,MRT,0.0008583949255863128
131,MTQ,0.0007713264976895404
132,MUS,0.0008687811704171497
133,MWI,0.000980396643998034
134,MYS,0.007152529816526138
135,NAM,0.0007989951503726261
136,NCL,0.0008429430219353254
137,NER,0.0009737306327894412
138,NGA,0.010710781952184799
139,NIC,0.0009824955329296363
140,NLD,0.004617338891546406
141,NOR,0.0013445963199772131
142,NPL,0.0018423214157019395
143,NZL,0.0015095488053626107
144,OMN,0.002158578770911258
145,PAK,0.008837167371041066
146,PAN,0.0010856923112779492
147,PER,0.00222325284502379
148,PHL,0.005464743146925021
149,PLW,0.000743068984507975
150,PNG,0.0009572673490846191
151,POL,0.009219991546498722
152,PRI,0.000723456912963376
153,PRK,0.0017253716217231437
154,PRT,0.002088243720266985
155,PRY,0.0011033442105869103
156,PYF,0.0007342882578415702
157,QAT,0.002378580616089834
158,REU,0.0007713460943104916
159,ROU,0.0027730436437135874
160,RUS,0.04283720009065185
161,RWA,0.0008787923766202865
162,SAU,0.013900726071249123
163,SCG,0.0025666207245139427
164,SDN,0.0019167730354391777
165,SEA,0.0010507452598057872
166,SEN,0.0010721002799466551
167,SGP,0.0019970111647642694
168,SHN,0.0007146837305463281
169,SLB,0.0007235479517611361
170,SLE,0.0009096808524808463
171,SLV,0.0009473440049692606
172,SOM,0.0012021332819881218
173,SPM,0.0007171077082427667
174,STP,0.0007209141938289636
175,SUR,0.0007778924460979919
176,SVK,0.0014991281547892176
177,SVN,0.0010971935807069268
178,SWE,0.003198742047920217
179,SWZ,0.0008873603627289047
180,SYC,0.0007351593566159124
181,SYR,0.0013626710623505706
182,TCA,0.0007215564068107225
183,TCD,0.0009950114214250765
184,TGO,0.0008812848222318696
185,THA,0.011379147252814654
186,TJK,0.0008759277165932963
187,TKM,0.0020362558740448867
188,TLS,0.0007270947998910568
189,TON,0.0007178083499937869
190,TTO,0.001054532857976291
191,TUN,0.0014523489652417659
192,TUR,0.010159127207043924
193,TWN,0.00821166322955211
194,TZA,0.0022940304687136693
195,UGA,0.0023626697231984017
196,UKR,0.005655696390356719
197,URY,0.0011273932999161713
198,USA,0.10739726971407867
199,UZB,0.0032770122404647164
200,VCT,0.0007219168173951829
201,VEN,0.0027190434719240506
202,VGB,0.0007196860823369071
203,VNM,0.010323815016030666
204,VUT,0.0007206121821313212
205,WSM,0.0007230410697264028
206,YEM,0.000939735174864025
207,ZAF,0.012754676206834455
208,ZMB,0.0013680949141495916
209,ZWE,0.001635056604116291
